-220.980591	154.832062	-38.202087	0.000000	88.307671	0.000000	0.222041	0.682186	-0.013025	-0.596930	
864.433350	85.132782	-7.616846	0.000000	100.328926	0.000000	0.140136	0.678327	0.124918	-0.710443	
874.425720	86.913055	-7.207480	0.000000	99.731979	0.000000	0.140826	0.674469	0.122235	-0.714307	
884.316345	88.421051	-6.801962	0.000000	99.994919	0.000000	0.141842	0.671109	0.119801	-0.717733	
894.131470	89.658356	-6.399971	0.000000	99.900101	0.000000	0.143222	0.668147	0.118034	-0.720601	
903.842407	90.629379	-6.001778	0.000000	98.863968	0.000000	0.144972	0.665185	0.117212	-0.722943	
913.479309	91.333481	-5.607134	0.000000	97.679527	0.000000	0.147171	0.664288	0.116798	-0.723467	
923.018372	91.776077	-5.216265	0.000000	96.569176	0.000000	0.150041	0.667174	0.116384	-0.720299	
932.475647	91.957962	-4.828697	0.000000	95.457039	0.000000	0.153335	0.673846	0.115738	-0.713460	
941.842834	91.882126	-4.444908	0.000000	95.741707	0.000000	0.158434	0.685740	0.113855	-0.701207	
951.126953	91.550339	-4.064402	0.000000	96.144768	0.000000	0.163515	0.700004	0.111529	-0.686179	
960.322266	90.965073	-3.687693	0.000000	96.791740	0.000000	0.168596	0.712058	0.109307	-0.672835	
969.439392	90.129135	-3.313992	0.000000	96.936501	0.000000	0.172790	0.724113	0.107545	-0.658860	
978.462830	89.044373	-2.944119	0.000000	97.379128	0.000000	0.176015	0.736414	0.106070	-0.644570	
987.419128	87.713318	-2.577216	0.000000	98.067650	0.000000	0.177726	0.747324	0.105732	-0.631457	
996.278503	86.137573	-2.213935	0.000000	97.926781	0.000000	0.177767	0.756128	0.106903	-0.620684	
1005.072327	84.321167	-1.853821	0.000000	97.460625	0.000000	0.175755	0.761644	0.110236	-0.613885	
1013.775452	82.263367	-1.497132	0.000000	96.938652	0.000000	0.172255	0.763152	0.115935	-0.611941	
1022.404785	79.970398	-1.143566	0.000000	96.408485	0.000000	0.166589	0.760260	0.121634	-0.615989	
1030.951660	77.438538	-0.793468	0.000000	95.908730	0.000000	0.161691	0.754718	0.127333	-0.622936	
1039.422363	74.676819	-0.446218	0.000000	95.722900	0.000000	0.157791	0.747581	0.132752	-0.631350	
1047.812988	71.681015	-0.102468	0.000000	96.773682	0.000000	0.154692	0.739129	0.137780	-0.640910	
1056.130737	68.458359	0.238466	0.000000	98.026360	0.000000	0.152067	0.729958	0.142160	-0.650946	
1064.365112	65.007584	0.576113	0.000000	99.082024	0.000000	0.149601	0.720788	0.145633	-0.660994	
1072.535645	61.333755	0.910708	0.000000	100.548729	0.000000	0.147135	0.711957	0.147975	-0.670484	
1080.621582	57.434265	1.242007	0.000000	102.015526	0.000000	0.144668	0.703969	0.148970	-0.679212	
1088.642578	53.317078	1.570737	0.000000	103.385201	0.000000	0.141508	0.697650	0.148494	-0.686447	
1055.346558	65.815720	0.906675	0.000000	104.056099	0.000000	0.137760	0.693801	0.146535	-0.691578	
1022.340698	77.909470	0.248015	0.000000	103.694397	0.000000	0.130336	0.689952	0.141358	-0.697827	
989.653198	89.608360	-0.404329	0.000000	103.166565	0.000000	0.121883	0.689453	0.132950	-0.701527	
957.188721	100.905235	-1.051748	0.000000	102.028313	0.000000	0.113429	0.693397	0.123585	-0.700751	
925.063721	111.812950	-1.692861	0.000000	100.889641	0.000000	0.106284	0.700064	0.115460	-0.696627	
893.166992	122.328575	-2.328962	0.000000	99.727547	0.000000	0.101268	0.708067	0.109321	-0.690240	
861.588867	132.459625	-2.958845	0.000000	98.626961	0.000000	0.097011	0.717146	0.105232	-0.682069	
830.255798	142.201813	-3.584021	0.000000	98.460472	0.000000	0.094232	0.726545	0.102511	-0.672852	
799.224548	151.572784	-4.203162	0.000000	99.081566	0.000000	0.092208	0.735945	0.101010	-0.663086	
768.435913	160.557159	-4.817313	0.000000	100.126801	0.000000	0.090705	0.744885	0.100428	-0.653321	
737.935913	169.181046	-5.425712	0.000000	101.958832	0.000000	0.089202	0.752842	0.099698	-0.644459	
707.688782	177.423233	-6.029201	0.000000	103.692543	0.000000	0.087699	0.759840	0.099641	-0.636425	
677.720032	185.309586	-6.626857	0.000000	105.374184	0.000000	0.086871	0.765314	0.099682	-0.629927	
